time,UV flux,Optical flux
56684.779,0.9940856909130492,0.986796492782801
56685.7848,0.9782649292801566,0.9897094018434606
56686.77,0.9851583330140612,0.9965061896516665
56687.8837,0.9976870974426773,0.9854371352211597
56689.8415,0.9856520836772344,0.9702802984088608
56692.9497,0.9952066338259694,0.9795142201311517
56693.7886,0.9904814330848989,0.9692025220564167
56694.7692,1.0076949245791595,0.9722319474795027
56695.7086,1.008249799638485,0.981456159504925
56696.727,1.0076642188079306,0.9841748746282072
56696.985,1.008956847127016,0.9887384321565741
56697.7559,1.0044830955446735,0.9857284261272257
56698.7165,1.0120332759304471,0.9917484381859224
56699.7121,1.014941461240504,0.9897094018434606
56700.6907,1.0205258328618707,0.9950497351213365
56701.565,1.0026761530773614,0.9957294139021573
56701.8319,1.0065771085400004,0.9907774684990359
56702.6374,0.9946763328697191,1.0027203956477404
56703.0166,0.9995035235382342,0.9996132926497034
56703.8822,0.9910415519918376,1.0040797532093815
56704.8393,0.9738770231276651,1.0050507228962682
56705.6103,0.9950583292108849,1.0079636319569278
56705.9533,0.9820585970721565,1.0094200864872576
56706.9829,0.9800444268128341,1.0092258925498803
56708.0251,0.9735373178308443,1.011847510704474
56709.8292,0.9736333966130424,0.9969916744951098
56710.6609,0.973345960806446,0.9940787654344501
56711.0179,0.9720820894400534,0.9970887714637984
56711.6852,0.9588959247383471,0.9922339230293656
56711.9241,0.9524720707500587,0.992719407872809
56713.7215,0.9482053663630393,0.9805822867867271
56713.9203,0.9278917957780327,0.989321013968706
56714.7256,0.9015358944068456,0.9816503534423022
56715.9135,0.9185306951233196,0.9782519595381992
56716.665,0.8991877454627863,0.978057765600822
56717.7336,0.921411275036384,0.9688432632722686
56717.9554,0.9215041391924386,0.9740767898845871
56718.564,0.9112611290485051,0.9718435596047481
56718.6711,0.9121253178246057,0.9592015342814852
56719.6036,0.9073545229027763,0.9494529986251442
56720.6926,0.9220002800866361,0.943549502928874
56721.7143,0.9170457312868749,0.9323348030453343
56722.7383,0.9278054926578566,0.9152942850404755
56723.5717,0.9174840942256623,0.9222270086048453
56724.5221,0.9239314275559078,0.9022444524487201
56727.6141,0.930620165761823,0.915391382009164
56728.5766,0.9309278268275956,0.9207608443776467
56729.4955,0.9414375354916604,0.9096820802502712
56730.5384,0.9464121064476683,0.9160225123056404
56730.8313,0.951271582366635,0.9110025990244369
56731.49,0.9838579341097872,0.9190422280318574
56732.4948,0.986561736820419,0.9177411286514295
56733.4851,0.9945626093910981,0.9190228086381197
56733.7927,0.9936961583696139,0.9163914807866573
56734.4805,1.0147733460980393,0.927450825520295
56735.4986,1.0046466819123447,0.9244990776721599
56735.8602,1.0226248587891278,0.9320240927455307
56736.5048,1.022470106232591,0.9404909484151813
56736.7728,1.0391201317670071,0.9460643144179101
56737.4896,1.0285712789096957,0.9558711082554644
56740.8626,1.028630790663886,0.9892239170000174
56741.612,1.0339941060706592,0.9840777776595186
56741.717,1.0327595910156278,0.9889326260939514
56743.5808,1.0349110335609024,1.0035942683659382
56744.5386,1.0033399178109097,1.0134981591721812
56744.699,1.001024027155803,1.0119446076731626
56746.7982,1.0172906686945733,1.0201978500116982
56747.9711,1.0028403428739987,1.027868510538102
56748.7577,1.0068622994918308,1.0266062499451496
56749.7549,1.0059378219007178,1.0344711044089305
56751.9833,0.992412704004787,1.0358304619705716
56752.5823,0.9941562844757716,1.0399085346554953
56753.5773,0.9848269157545652,1.0305872256613844
56754.555,0.9834706462558848,1.0227223711976032
56755.9791,0.9883095264420281,1.005342013802334
56756.5119,0.9952835446848491,1.0033029774598723
56757.1408,0.9885189580082158,1.0134010622034924
56757.4596,0.9785268567892322,1.0027203956477404
56757.5505,0.9774792727103779,1.0151488076398882
56758.7475,1.0006155480523578,1.0048565289588909
56759.8872,1.0026212389018183,1.000292971430524
56760.2063,0.9955028929162739,0.9929136018101863
56762.7864,1.001194894034793,0.9866993958141124
56763.7543,1.0026365508143118,0.9847574564403392
56764.7877,1.0059123691070782,0.986213910970669
56765.5405,1.0066901677108533,0.9897094018434606
56765.5828,1.007532296177766,0.986796492782801
56765.8776,1.0062345453691013,0.9835922928160754
56766.4017,1.0107717591691054,0.9779606686321333
56770.5267,1.0220165000964645,0.9953410260274026
56770.7828,1.0226382714487767,0.9953410260274026
56771.5114,1.0053975502602917,0.9932048927162521
56772.498,1.0146567951582233,0.9985452259941283
56772.8272,1.0052527542449006,1.0046623350215134
56773.3896,1.0051622345577051,1.005342013802334
56773.8585,1.005794727727864,1.0066042743952868
56774.7612,1.0008566143170654,1.0100997652680783
56775.407,1.0124103814826342,1.0139836440156242
56775.5484,1.0088172840771823,1.0158284864207088
56776.0773,1.0100985530106124,1.0209746257612076
56776.4634,1.0093381071965666,1.0165081652015293
56777.5303,0.9999893518310907,1.0164110682328407
56778.4973,1.0045520231678482,1.0147604197651336
56779.3961,0.9963825342047704,1.0146633227964448
56779.4872,1.0035958043435216,1.0123329955479172
56779.8518,0.9990466872312029,1.0063129834892206
56780.4946,0.9951379681133664,1.0112649288923419
56780.8144,0.9904485723941628,1.0097113773933235
56781.4938,0.9943674142914376,1.0111678319236534
56782.4471,1.013747215119565,1.0038855592720042
56782.7402,0.9984155175734513,1.0057304016770887
56783.4519,0.9976865031416047,1.0021378138356085
56784.4412,1.0113953305094403,1.0042739471467588
56785.4759,1.0042836006678444,1.005342013802334
56786.4827,1.0040119018419977,1.0071868562074184
56787.4037,1.00923130120311,1.004565238052825
56790.4593,0.9988857618024677,0.9999045835557694
56792.4029,0.9986191292562848,0.9936903775596955
56793.4653,1.0047000304060734,0.9965061896516665
56794.4637,1.0034870411589905,1.0027203956477404
56795.4457,0.9979417896293341,0.9967974805577324
56796.4481,1.0089281865134312,1.000001680524458
56797.4508,1.005670821114061,1.0041768501780703
56798.4437,1.0024431977088613,1.0043710441154474
56799.4406,1.0130689083426325,1.0086433107377484
56800.443,1.0059808414167863,1.004565238052825
56801.4275,1.0037758151787133,1.0019436198982312
56802.437,1.0086883662032822,1.0035942683659382
56803.4408,1.012953102155252,1.0057304016770887
56805.4607,1.0234482685823716,1.0023320077729858
56806.4338,1.0078699349256939,0.9973800623698644
56807.4356,1.021386707759612,1.0037884623033155
56808.4151,1.0180946744042643,1.0055362077397114
56809.43,1.0142653053517778,1.0064100804579093
56810.4313,1.0317639144976511,1.0079636319569278
56811.4201,1.0252188816164993,1.0070897592387298
56812.4301,1.036985658191588,1.0096142804246349
56813.403,1.0400885229514063,1.009031698612503
56815.4038,1.0368460406907956,1.0139836440156242
56816.2775,1.043159475576907,1.0217514015107168
56816.4108,1.0562668509971092,1.01718784398235
56816.6431,1.0513537129409949,1.0187413954813684
56817.4108,1.0628400323533265,1.0184501045753025
56817.8376,1.0546352079047467,1.0196152681995663
56818.4156,1.0467208429795962,1.0326262620038462
56819.2757,1.0369866390107367,1.0299075468805636
56819.4157,1.0337258770309217,1.0361217528766375
56820.4849,1.0351687730031598,1.036607237720081
56821.2459,1.0212028045731032,1.0418504740292684
56822.3964,1.0134556088814426,1.0455401588394373
56823.4073,1.0203574858840523,1.0547643708648595
56824.4012,1.0207680239642902,1.0511717830233793
56825.3089,1.026346380857493,1.0570946981133873
56825.4151,1.0181346562696216,1.057191795082076
56826.3929,1.013303621690924,1.0424330558414003
56827.3976,1.0151996548067448,1.038549177093854
56828.4,1.0169677598211193,1.036607237720081
56829.4098,1.0116168705731279,1.0338885225967986
56830.4026,1.021948713824874,1.0307814195987617
56831.394,1.0087424935790992,1.0116533167670967
56832.4368,0.9934055095521481,1.0168965530762841
56833.3982,0.9934279531860802,1.0206833348551416
56834.3928,0.9955307480640294,1.0258294741956402
56835.3942,0.997260842956471,1.0187413954813684
56839.34,0.9782634807371285,1.019129783356123
56841.4121,0.9757575116323207,1.020877528792519
56842.2489,0.9887448535549872,1.0181588136692366
56843.2191,0.9822983071470205,1.0138865470469358
56843.3919,0.9769730614240997,1.0183530076066138
56845.4113,1.0007905888603976,1.0112649288923419
56847.4019,1.002390550121221,0.9985452259941283
56848.3915,0.9932830859733944,0.9922339230293656
56848.858,0.9860851276233079,0.9954381229960914
56850.2591,0.9875659936354994,1.0011668441487218
56858.3885,1.0053792127898362,0.987087783688867
56860.3874,0.9979577103983751,0.9840777776595186
56861.3864,1.000409908288409,0.9900977897182152
56862.387,1.0124474269970798,0.983398098878698
56863.3854,1.0052304682011795,0.9825242261605002
56864.3854,1.0047558755856527,0.9947584442152706
56864.695,1.0063829061009244,0.9869906867201782
56865.3844,1.0133364258702646,0.9869906867201782
56865.6349,1.0183241589715597,0.9866022988454236
56866.3838,1.0121390682046225,0.9984481290254396
56867.3836,1.017546806809908,1.0032058804911836
56868.3841,1.025495850819646,1.0024291047416745
56868.8643,1.017991054059752,1.0018465229295423
56869.3835,1.0385463243746407,1.0067984683326638
56869.8735,1.055032083312387,1.0099055713307008
56871.3816,1.052988335360583,1.0095171834559462
56871.8643,1.0624582355645829,1.0049536259275793
56872.3805,1.0596131617001927,1.0159255833893974
56873.3805,1.0546410621797286,1.0184501045753025
56874.3791,1.0582897874117885,1.0141778379530018
56875.3798,1.0647425055085207,1.0136923531095583
56878.3777,1.057511904484846,1.019129783356123
56879.3752,1.0487455834688526,1.0211688196985849
56880.3747,1.0536218711184513,1.040879504342382
56883.3793,0.9881190803410141,1.0569005041760098
56884.372,0.9911310606256657,1.0572888920507644
56885.3712,1.0044217152170078,1.0584540556750284
56886.3697,0.975055173731305,1.0558324375204347
56887.3693,0.9766918644067117,1.048161776994031
56891.3663,0.9825272457238327,1.0666102010448753
56892.3666,0.9713545441975259,1.064474067733725
56893.3657,0.9782343511666443,1.064182776827659
56894.3706,0.984004977027461,1.057483085988142
56895.3632,0.9829777909789724,1.0544730799587934
